#Energy	tdos
-27.65329	0
-27.64129	0
-27.62829	0
-27.61529	0
-27.60229	0
-27.58929	0
-27.57629	0
-27.56329	0
-27.55029	0
-27.53829	0
-27.52529	0
-27.51229	0
-27.49929	0
-27.48629	0
-27.47329	0
-27.46029	0
-27.44729	0
-27.43429	0
-27.42229	0
-27.40929	0
-27.39629	0
-27.38329	0
-27.37029	0
-27.35729	0
-27.34429	0
-27.33129	0
-27.31829	0
-27.30629	0
-27.29329	0
-27.28029	0
-27.26729	0
-27.25429	0
-27.24129	0
-27.22829	0
-27.21529	0
-27.20229	0
-27.19029	0
-27.17729	0
-27.16429	0
-27.15129	0
-27.13829	0
-27.12529	0
-27.11229	0
-27.09929	0
-27.08629	0
-27.07429	0
-27.06129	0
-27.04829	0
-27.03529	0
-27.02229	0
-27.00929	0
-26.99629	0
-26.98329	0
-26.97129	0
-26.95829	0
-26.94529	0
-26.93229	0
-26.91929	0
-26.90629	0
-26.89329	0
-26.88029	0
-26.86729	0
-26.85529	0
-26.84229	0
-26.82929	0
-26.81629	0
-26.80329	0
-26.79029	0
-26.77729	0
-26.76429	0
-26.75129	0
-26.73929	0
-26.72629	0
-26.71329	0
-26.70029	0
-26.68729	0
-26.67429	0
-26.66129	0
-26.64829	0
-26.63529	0
-26.62329	0
-26.61029	0
-26.59729	0
-26.58429	0
-26.57129	0
-26.55829	0
-26.54529	0
-26.53229	0
-26.52029	0
-26.50729	0
-26.49429	0
-26.48129	0
-26.46829	0
-26.45529	0
-26.44229	0
-26.42929	0
-26.41629	0
-26.40429	0
-26.39129	0
-26.37829	0
-26.36529	0
-26.35229	0
-26.33929	0
-26.32629	0
-26.31329	0
-26.30029	0
-26.28829	0
-26.27529	0
-26.26229	0
-26.24929	0
-26.23629	0
-26.22329	0
-26.21029	0
-26.19729	0
-26.18429	0
-26.17229	0
-26.15929	0
-26.14629	0
-26.13329	0
-26.12029	0
-26.10729	0
-26.09429	0
-26.08129	0
-26.06829	0
-26.05629	0
-26.04329	0
-26.03029	0
-26.01729	0
-26.00429	0
-25.99129	0
-25.97829	0
-25.96529	0
-25.95329	0
-25.94029	0
-25.92729	0
-25.91429	0
-25.90129	0
-25.88829	0
-25.87529	0
-25.86229	0
-25.84929	0
-25.83729	0
-25.82429	0
-25.81129	0
-25.79829	0
-25.78529	0
-25.77229	0
-25.75929	0
-25.74629	0
-25.73329	0
-25.72129	0
-25.70829	0
-25.69529	0
-25.68229	0
-25.66929	0
-25.65629	0
-25.64329	0
-25.63029	0
-25.61729	0
-25.60529	0
-25.59229	0
-25.57929	0
-25.56629	0
-25.55329	0
-25.54029	0
-25.52729	0
-25.51429	0
-25.50129	0
-25.48929	0
-25.47629	0
-25.46329	0
-25.45029	0
-25.43729	0
-25.42429	0
-25.41129	0
-25.39829	0
-25.38629	0
-25.37329	0
-25.36029	0
-25.34729	0
-25.33429	0
-25.32129	0
-25.30829	0
-25.29529	0
-25.28229	0
-25.27029	0
-25.25729	0
-25.24429	0
-25.23129	0
-25.21829	0
-25.20529	0
-25.19229	0
-25.17929	0
-25.16629	0
-25.15429	0
-25.14129	0
-25.12829	0
-25.11529	0
-25.10229	0
-25.08929	0
-25.07629	0
-25.06329	0
-25.05029	0
-25.03829	0
-25.02529	0
-25.01229	0
-24.99929	0
-24.98629	0
-24.97329	0
-24.96029	0
-24.94729	0
-24.93429	0
-24.92229	0
-24.90929	0
-24.89629	0
-24.88329	0
-24.87029	0
-24.85729	0
-24.84429	0
-24.83129	0
-24.81929	0
-24.80629	0
-24.79329	0
-24.78029	0
-24.76729	0
-24.75429	0
-24.74129	0
-24.72829	0
-24.71529	0
-24.70329	0
-24.69029	0
-24.67729	0
-24.66429	0
-24.65129	0
-24.63829	0
-24.62529	0
-24.61229	0
-24.59929	0
-24.58729	0
-24.57429	0
-24.56129	0
-24.54829	0
-24.53529	0
-24.52229	0
-24.50929	0
-24.49629	0
-24.48329	0
-24.47129	0
-24.45829	0
-24.44529	0
-24.43229	0
-24.41929	0
-24.40629	0
-24.39329	0
-24.38029	0
-24.36829	0
-24.35529	0
-24.34229	0
-24.32929	0
-24.31629	0
-24.30329	0
-24.29029	0
-24.27729	0
-24.26429	0
-24.25229	0
-24.23929	0
-24.22629	0
-24.21329	0
-24.20029	0
-24.18729	0
-24.17429	0
-24.16129	0
-24.14829	0
-24.13629	0
-24.12329	0
-24.11029	0
-24.09729	0
-24.08429	0
-24.07129	0
-24.05829	0
-24.04529	0
-24.03229	0
-24.02029	0
-24.00729	0
-23.99429	0
-23.98129	0
-23.96829	0
-23.95529	0
-23.94229	0
-23.92929	0
-23.91629	0
-23.90429	0
-23.89129	0
-23.87829	0
-23.86529	0
-23.85229	0
-23.83929	0
-23.82629	0
-23.81329	0
-23.80129	0
-23.78829	0
-23.77529	0
-23.76229	0
-23.74929	0
-23.73629	0
-23.72329	0
-23.71029	0
-23.69729	0
-23.68529	0
-23.67229	0
-23.65929	0
-23.64629	0
-23.63329	0
-23.62029	0
-23.60729	0
-23.59429	0
-23.58129	0
-23.56929	0
-23.55629	0
-23.54329	0
-23.53029	0
-23.51729	0
-23.50429	0
-23.49129	0
-23.47829	0
-23.46529	0
-23.45329	0
-23.44029	0
-23.42729	0
-23.41429	0
-23.40129	0
-23.38829	0
-23.37529	0
-23.36229	0
-23.34929	0
-23.33729	0
-23.32429	0
-23.31129	0
-23.29829	0
-23.28529	0
-23.27229	0
-23.25929	0
-23.24629	0
-23.23429	0
-23.22129	0
-23.20829	0
-23.19529	0
-23.18229	0
-23.16929	0
-23.15629	0
-23.14329	0
-23.13029	0
-23.11829	0
-23.10529	0
-23.09229	0
-23.07929	0
-23.06629	0
-23.05329	0
-23.04029	0
-23.02729	0
-23.01429	0
-23.00229	0
-22.98929	0
-22.97629	0
-22.96329	0
-22.95029	0
-22.93729	0
-22.92429	0
-22.91129	0
-22.89829	0
-22.88629	0
-22.87329	0
-22.86029	0
-22.84729	0
-22.83429	0
-22.82129	0
-22.80829	0
-22.79529	0
-22.78329	0
-22.77029	0
-22.75729	0
-22.74429	0
-22.73129	0
-22.71829	0
-22.70529	0
-22.69229	0
-22.67929	0
-22.66729	0
-22.65429	0
-22.64129	0
-22.62829	0
-22.61529	0
-22.60229	0
-22.58929	0
-22.57629	0
-22.56329	0
-22.55129	0
-22.53829	0
-22.52529	0
-22.51229	0
-22.49929	0
-22.48629	0
-22.47329	0
-22.46029	0
-22.44729	0
-22.43529	0
-22.42229	0
-22.40929	0
-22.39629	0
-22.38329	0
-22.37029	0
-22.35729	0
-22.34429	0
-22.33129	0
-22.31929	0
-22.30629	0
-22.29329	0
-22.28029	0
-22.26729	0
-22.25429	0
-22.24129	0
-22.22829	0
-22.21629	0
-22.20329	0
-22.19029	0
-22.17729	0
-22.16429	0
-22.15129	0
-22.13829	0
-22.12529	0
-22.11229	0
-22.10029	0
-22.08729	0
-22.07429	0
-22.06129	0
-22.04829	0
-22.03529	0
-22.02229	0
-22.00929	0
-21.99629	0
-21.98429	0
-21.97129	0
-21.95829	0
-21.94529	0
-21.93229	0
-21.91929	0
-21.90629	0
-21.89329	0
-21.88029	0
-21.86829	0
-21.85529	0
-21.84229	0
-21.82929	0
-21.81629	0
-21.80329	0
-21.79029	0
-21.77729	0
-21.76429	0
-21.75229	0
-21.73929	0
-21.72629	0
-21.71329	0
-21.70029	0
-21.68729	0
-21.67429	0
-21.66129	0
-21.64929	0
-21.63629	0
-21.62329	0
-21.61029	0
-21.59729	0
-21.58429	0
-21.57129	0
-21.55829	0
-21.54529	0
-21.53329	0
-21.52029	0
-21.50729	0
-21.49429	0
-21.48129	0
-21.46829	0
-21.45529	0
-21.44229	0
-21.42929	0
-21.41729	0
-21.40429	0
-21.39129	0
-21.37829	0
-21.36529	0
-21.35229	0
-21.33929	0
-21.32629	0
-21.31329	0
-21.30129	0
-21.28829	0
-21.27529	0
-21.26229	0
-21.24929	0
-21.23629	0
-21.22329	0
-21.21029	0
-21.19829	0
-21.18529	0
-21.17229	0
-21.15929	0
-21.14629	0
-21.13329	0
-21.12029	0
-21.10729	0
-21.09429	0
-21.08229	0
-21.06929	0
-21.05629	0
-21.04329	0
-21.03029	0
-21.01729	0
-21.00429	0
-20.99129	0
-20.97829	0
-20.96629	0
-20.95329	0
-20.94029	0
-20.92729	0
-20.91429	0
-20.90129	0
-20.88829	0
-20.87529	0
-20.86229	0
-20.85029	0
-20.83729	0
-20.82429	0
-20.81129	0
-20.79829	0
-20.78529	0
-20.77229	0
-20.75929	0
-20.74629	0
-20.73429	0
-20.72129	0
-20.70829	0
-20.69529	0
-20.68229	0
-20.66929	0
-20.65629	0
-20.64329	0
-20.63129	0
-20.61829	0
-20.60529	0
-20.59229	0
-20.57929	0
-20.56629	0
-20.55329	0
-20.54029	0
-20.52729	0
-20.51529	0
-20.50229	0
-20.48929	0
-20.47629	0
-20.46329	0
-20.45029	0
-20.43729	0
-20.42429	0
-20.41129	0
-20.39929	0
-20.38629	0
-20.37329	0
-20.36029	0
-20.34729	0
-20.33429	0
-20.32129	0
-20.30829	0
-20.29529	0
-20.28329	0
-20.27029	0
-20.25729	0
-20.24429	0
-20.23129	0
-20.21829	0
-20.20529	0
-20.19229	0
-20.17929	0
-20.16729	0
-20.15429	0
-20.14129	0
-20.12829	0
-20.11529	0
-20.10229	0
-20.08929	0
-20.07629	0
-20.06429	0
-20.05129	0
-20.03829	0
-20.02529	0
-20.01229	0
-19.99929	0
-19.98629	0
-19.97329	0
-19.96029	0
-19.94829	0
-19.93529	0
-19.92229	0
-19.90929	0
-19.89629	0
-19.88329	0
-19.87029	0
-19.85729	0
-19.84429	0
-19.83229	0
-19.81929	0
-19.80629	0
-19.79329	0
-19.78029	0
-19.76729	0
-19.75429	0
-19.74129	0
-19.72829	0
-19.71629	0
-19.70329	0
-19.69029	0
-19.67729	0
-19.66429	0
-19.65129	0
-19.63829	0
-19.62529	0
-19.61229	0
-19.60029	0
-19.58729	0
-19.57429	0
-19.56129	0
-19.54829	0
-19.53529	0
-19.52229	0
-19.50929	0
-19.49729	0
-19.48429	0
-19.47129	0
-19.45829	0
-19.44529	0
-19.43229	0
-19.41929	0
-19.40629	0
-19.39329	0
-19.38129	0
-19.36829	0
-19.35529	0
-19.34229	0
-19.32929	0
-19.31629	0
-19.30329	0
-19.29029	0
-19.27729	0
-19.26529	0
-19.25229	0
-19.23929	0
-19.22629	0
-19.21329	0
-19.20029	0
-19.18729	0
-19.17429	0
-19.16129	0
-19.14929	0
-19.13629	0
-19.12329	0
-19.11029	0
-19.09729	0
-19.08429	0
-19.07129	0
-19.05829	0
-19.04629	0
-19.03329	0
-19.02029	0
-19.00729	0
-18.99429	0
-18.98129	0
-18.96829	0
-18.95529	0
-18.94229	0
-18.93029	0
-18.91729	0
-18.90429	0
-18.89129	0
-18.87829	0
-18.86529	0
-18.85229	0
-18.83929	0
-18.82629	0
-18.81429	0
-18.80129	0
-18.78829	0
-18.77529	0
-18.76229	0
-18.74929	0
-18.73629	0
-18.72329	0
-18.71029	0
-18.69829	0
-18.68529	0
-18.67229	0
-18.65929	0
-18.64629	0
-18.63329	0
-18.62029	0
-18.60729	0
-18.59429	0
-18.58229	0
-18.56929	0
-18.55629	0
-18.54329	0
-18.53029	0
-18.51729	0
-18.50429	0
-18.49129	0
-18.47929	0
-18.46629	0
-18.45329	0
-18.44029	0
-18.42729	0
-18.41429	0
-18.40129	0
-18.38829	0
-18.37529	0
-18.36329	0
-18.35029	0
-18.33729	0
-18.32429	0
-18.31129	0
-18.29829	0
-18.28529	0
-18.27229	0
-18.25929	0
-18.24729	0
-18.23429	0
-18.22129	0
-18.20829	0
-18.19529	0
-18.18229	0
-18.16929	0
-18.15629	0
-18.14329	0
-18.13129	0
-18.11829	0
-18.10529	0
-18.09229	0
-18.07929	0
-18.06629	0
-18.05329	0
-18.04029	0
-18.02729	0
-18.01529	0
-18.00229	0
-17.98929	0
-17.97629	0
-17.96329	0
-17.95029	0
-17.93729	0
-17.92429	0
-17.91229	0
-17.89929	0
-17.88629	0
-17.87329	0
-17.86029	0
-17.84729	0
-17.83429	0
-17.82129	0
-17.80829	0
-17.79629	0
-17.78329	0
-17.77029	0
-17.75729	0.00001
-17.74429	0.00003
-17.73129	0.00018
-17.71829	0.00086
-17.70529	0.00359
-17.69229	0.01313
-17.68029	0.04208
-17.66729	0.1184
-17.65429	0.2923
-17.64129	0.6336
-17.62829	1.207
-17.61529	2.023
-17.60229	2.99
-17.58929	3.92
-17.57629	4.602
-17.56429	4.926
-17.55129	4.95
-17.53829	4.855
-17.52529	4.814
-17.51229	4.901
-17.49929	5.105
-17.48629	5.428
-17.47329	5.942
-17.46129	6.747
-17.44829	7.854
-17.43529	9.096
-17.42229	10.15
-17.40929	10.67
-17.39629	10.46
-17.38329	9.572
-17.37029	8.254
-17.35729	6.846
-17.34529	5.645
-17.33229	4.815
-17.31929	4.375
-17.30629	4.223
-17.29329	4.203
-17.28029	4.168
-17.26729	4.043
-17.25429	3.848
-17.24129	3.692
-17.22929	3.734
-17.21629	4.123
-17.20329	4.927
-17.19029	6.06
-17.17729	7.261
-17.16429	8.168
-17.15129	8.477
-17.13829	8.111
-17.12529	7.251
-17.11329	6.216
-17.10029	5.267
-17.08729	4.499
-17.07429	3.862
-17.06129	3.257
-17.04829	2.631
-17.03529	1.997
-17.02229	1.411
-17.00929	0.9389
-16.99729	0.6168
-16.98429	0.4429
-16.97129	0.3805
-16.95829	0.3753
-16.94529	0.3758
-16.93229	0.3502
-16.91929	0.2923
-16.90629	0.2155
-16.89429	0.1397
-16.88129	0.07942
-16.86829	0.03961
-16.85529	0.01733
-16.84229	0.00664
-16.82929	0.00224
-16.81629	0.00066
-16.80329	0.00017
-16.79029	0.00004
-16.77829	0.00001
-16.76529	0
-16.75229	0
-16.73929	0.00001
-16.72629	0.00004
-16.71329	0.00021
-16.70029	0.00088
-16.68729	0.00331
-16.67429	0.01098
-16.66229	0.0322
-16.64929	0.0836
-16.63629	0.1927
-16.62329	0.3954
-16.61029	0.7249
-16.59729	1.192
-16.58429	1.764
-16.57129	2.362
-16.55829	2.881
-16.54629	3.234
-16.53329	3.39
-16.52029	3.384
-16.50729	3.279
-16.49429	3.115
-16.48129	2.878
-16.46829	2.532
-16.45529	2.068
-16.44229	1.537
-16.43029	1.025
-16.41729	0.6073
-16.40429	0.3184
-16.39129	0.1472
-16.37829	0.05996
-16.36529	0.02148
-16.35229	0.00676
-16.33929	0.00187
-16.32729	0.00046
-16.31429	0.0001
-16.30129	0.00002
-16.28829	0
-16.27529	0
-16.26229	0
-16.24929	0
-16.23629	0
-16.22329	0
-16.21129	0
-16.19829	0
-16.18529	0
-16.17229	0
-16.15929	0
-16.14629	0
-16.13329	0
-16.12029	0
-16.10729	0
-16.09529	0
-16.08229	0.00002
-16.06929	0.0001
-16.05629	0.00046
-16.04329	0.00181
-16.03029	0.00624
-16.01729	0.01895
-16.00429	0.0507
-15.99129	0.1198
-15.97929	0.2514
-15.96629	0.471
-15.95329	0.7952
-15.94029	1.225
-15.92729	1.751
-15.91429	2.365
-15.90129	3.072
-15.88829	3.884
-15.87629	4.801
-15.86329	5.79
-15.85029	6.765
-15.83729	7.587
-15.82429	8.074
-15.81129	8.056
-15.79829	7.461
-15.78529	6.379
-15.77229	5.068
-15.76029	3.865
-15.74729	3.055
-15.73429	2.785
-15.72129	3.042
-15.70829	3.694
-15.69529	4.537
-15.68229	5.322
-15.66929	5.803
-15.65629	5.808
-15.64429	5.315
-15.63129	4.483
-15.61829	3.575
-15.60529	2.836
-15.59229	2.392
-15.57929	2.223
-15.56629	2.222
-15.55329	2.261
-15.54029	2.252
-15.52829	2.165
-15.51529	2.022
-15.50229	1.862
-15.48929	1.718
-15.47629	1.594
-15.46329	1.482
-15.45029	1.388
-15.43729	1.333
-15.42429	1.327
-15.41229	1.349
-15.39929	1.346
-15.38629	1.261
-15.37329	1.077
-15.36029	0.8239
-15.34729	0.5592
-15.33429	0.335
-15.32129	0.1768
-15.30929	0.082
-15.29629	0.03342
-15.28329	0.01196
-15.27029	0.00376
-15.25729	0.00103
-15.24429	0.00025
-15.23129	0.00005
-15.21829	0.00001
-15.20529	0
-15.19329	0
-15.18029	0
-15.16729	0
-15.15429	0
-15.14129	0
-15.12829	0
-15.11529	0
-15.10229	0
-15.08929	0
-15.07729	0
-15.06429	0
-15.05129	0
-15.03829	0
-15.02529	0
-15.01229	0
-14.99929	0
-14.98629	0
-14.97329	0
-14.96129	0
-14.94829	0
-14.93529	0
-14.92229	0
-14.90929	0
-14.89629	0
-14.88329	0
-14.87029	0
-14.85729	0
-14.84529	0
-14.83229	0
-14.81929	0
-14.80629	0
-14.79329	0
-14.78029	0
-14.76729	0
-14.75429	0
-14.74229	0
-14.72929	0
-14.71629	0
-14.70329	0
-14.69029	0
-14.67729	0
-14.66429	0
-14.65129	0
-14.63829	0
-14.62629	0
-14.61329	0
-14.60029	0
-14.58729	0
-14.57429	0
-14.56129	0
-14.54829	0
-14.53529	0
-14.52229	0
-14.51029	0
-14.49729	0
-14.48429	0
-14.47129	0
-14.45829	0
-14.44529	0
-14.43229	0
-14.41929	0
-14.40629	0
-14.39429	0
-14.38129	0
-14.36829	0
-14.35529	0
-14.34229	0
-14.32929	0
-14.31629	0
-14.30329	0
-14.29129	0
-14.27829	0
-14.26529	0
-14.25229	0
-14.23929	0
-14.22629	0
-14.21329	0
-14.20029	0
-14.18729	0
-14.17529	0
-14.16229	0
-14.14929	0
-14.13629	0
-14.12329	0
-14.11029	0
-14.09729	0.00002
-14.08429	0.0001
-14.07129	0.00048
-14.05929	0.00192
-14.04629	0.0068
-14.03329	0.02121
-14.02029	0.05837
-14.00729	0.1419
-13.99429	0.3055
-13.98129	0.5844
-13.96829	0.9999
-13.95529	1.545
-13.94329	2.188
-13.93029	2.896
-13.91729	3.66
-13.90429	4.494
-13.89129	5.386
-13.87829	6.266
-13.86529	6.992
-13.85229	7.398
-13.83929	7.358
-13.82729	6.834
-13.81429	5.914
-13.80129	4.807
-13.78829	3.807
-13.77529	3.208
-13.76229	3.23
-13.74929	3.966
-13.73629	5.356
-13.72429	7.166
-13.71129	8.986
-13.69829	10.32
-13.68529	10.76
-13.67229	10.22
-13.65929	9.002
-13.64629	7.667
-13.63329	6.77
-13.62029	6.601
-13.60829	7.1
-13.59529	7.976
-13.58229	8.897
-13.56929	9.642
-13.55629	10.11
-13.54329	10.25
-13.53029	10.07
-13.51729	9.619
-13.50429	9.038
-13.49229	8.551
-13.47929	8.382
-13.46629	8.671
-13.45329	9.425
-13.44029	10.52
-13.42729	11.75
-13.41429	12.88
-13.40129	13.68
-13.38829	14.02
-13.37629	13.91
-13.36329	13.44
-13.35029	12.76
-13.33729	11.99
-13.32429	11.15
-13.31129	10.23
-13.29829	9.226
-13.28529	8.257
-13.27229	7.522
-13.26029	7.22
-13.24729	7.425
-13.23429	8.037
-13.22129	8.814
-13.20829	9.471
-13.19529	9.783
-13.18229	9.681
-13.16929	9.283
-13.15729	8.857
-13.14429	8.697
-13.13129	8.977
-13.11829	9.635
-13.10529	10.38
-13.09229	10.81
-13.07929	10.59
-13.06629	9.619
-13.05329	8.033
-13.04129	6.17
-13.02829	4.414
-13.01529	3.056
-13.00229	2.207
-12.98929	1.798
-12.97629	1.65
-12.96329	1.57
-12.95029	1.438
-12.93729	1.244
-12.92529	1.056
-12.91229	0.963
-12.89929	1.013
-12.88629	1.184
-12.87329	1.392
-12.86029	1.548
-12.84729	1.601
-12.83429	1.564
-12.82129	1.49
-12.80929	1.419
-12.79629	1.351
-12.78329	1.251
-12.77029	1.09
-12.75729	0.8823
-12.74429	0.6841
-12.73129	0.568
-12.71829	0.591
-12.70529	0.7734
-12.69329	1.09
-12.68029	1.475
-12.66729	1.84
-12.65429	2.104
-12.64129	2.225
-12.62829	2.208
-12.61529	2.092
-12.60229	1.912
-12.59029	1.685
-12.57729	1.413
-12.56429	1.106
-12.55129	0.792
-12.53829	0.5123
-12.52529	0.2989
-12.51229	0.1647
-12.49929	0.1072
-12.48629	0.1211
-12.47429	0.2059
-12.46129	0.3623
-12.44829	0.5772
-12.43529	0.812
-12.42229	1.007
-12.40929	1.108
-12.39629	1.105
-12.38329	1.051
-12.37029	1.049
-12.35829	1.207
-12.34529	1.59
-12.33229	2.186
-12.31929	2.91
-12.30629	3.631
-12.29329	4.211
-12.28029	4.541
-12.26729	4.563
-12.25429	4.287
-12.24229	3.787
-12.22929	3.177
-12.21629	2.581
-12.20329	2.112
-12.19029	1.869
-12.17729	1.931
-12.16429	2.318
-12.15129	2.955
-12.13929	3.658
-12.12629	4.199
-12.11329	4.415
-12.10029	4.306
-12.08729	4.039
-12.07429	3.855
-12.06129	3.946
-12.04829	4.36
-12.03529	5.001
-12.02329	5.669
-12.01029	6.131
-11.99729	6.185
-11.98429	5.737
-11.97129	4.849
-11.95829	3.725
-11.94529	2.64
-11.93229	1.842
-11.91929	1.494
-11.90729	1.649
-11.89429	2.239
-11.88129	3.08
-11.86829	3.895
-11.85529	4.409
-11.84229	4.468
-11.82929	4.122
-11.81629	3.59
-11.80329	3.141
-11.79129	2.969
-11.77829	3.137
-11.76529	3.598
-11.75229	4.235
-11.73929	4.903
-11.72629	5.466
-11.71329	5.828
-11.70029	5.955
-11.68729	5.869
-11.67529	5.64
-11.66229	5.369
-11.64929	5.158
-11.63629	5.06
-11.62329	5.041
-11.61029	5.004
-11.59729	4.853
-11.58429	4.553
-11.57229	4.138
-11.55929	3.667
-11.54629	3.182
-11.53329	2.69
-11.52029	2.186
-11.50729	1.677
-11.49429	1.194
-11.48129	0.7773
-11.46829	0.4571
-11.45629	0.2409
-11.44329	0.113
-11.43029	0.04699
-11.41729	0.01727
-11.40429	0.00559
-11.39129	0.0016
-11.37829	0.0004
-11.36529	0.00009
-11.35229	0.00002
-11.34029	0
-11.32729	0
-11.31429	0
-11.30129	0
-11.28829	0
-11.27529	0
-11.26229	0
-11.24929	0
-11.23629	0
-11.22429	0
-11.21129	0
-11.19829	0
-11.18529	0
-11.17229	0
-11.15929	0
-11.14629	0
-11.13329	0
-11.12029	0
-11.10829	0
-11.09529	0
-11.08229	0
-11.06929	0
-11.05629	0
-11.04329	0
-11.03029	0
-11.01729	0
-11.00529	0
-10.99229	0
-10.97929	0
-10.96629	0
-10.95329	0
-10.94029	0
-10.92729	0
-10.91429	0
-10.90129	0
-10.88929	0
-10.87629	0
-10.86329	0
-10.85029	0
-10.83729	0
